entity:twoVM_2024_01_10_00_33_id,SeriesInstanceUIDs,idc-version,dicomSegAndSRcpu,dicomSegAndSRram
1,"{""SeriesInstanceUIDs"": [""1.3.6.1.4.1.14519.5.2.1.7009.9004.100143549999116733615345241533"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.100148350742920339334061834697"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.100241427395754063917290539621"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.100266844261017577841946689119"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.100554983367710060268444607770"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.100609092457306482866656779396"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.100766949446324115207263771273"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.100807683971079396484581858934"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.100898243941555041874482639283"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.100962349324934756610763981593"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.100993923831797845405183790593"", ""1.3.6.1.4.1.14519.5.2.1.7009.9004.101126369092366339550409924127""]}",v17,4,16
